,CodEstacao,DataHora,Vazao,Nivel,Chuva,Data,Hora
0,45960001,2021-06-01 23:45:00 ,,,0.00,2021-06-01,23:45:00
1,45960001,2021-06-01 23:30:00 ,,,0.00,2021-06-01,23:30:00
2,45960001,2021-06-01 23:15:00 ,,,0.00,2021-06-01,23:15:00
3,45960001,2021-06-01 23:00:00 ,,,0.00,2021-06-01,23:00:00
4,45960001,2021-06-01 22:45:00 ,,,0.00,2021-06-01,22:45:00
5,45960001,2021-06-01 22:30:00 ,,,0.00,2021-06-01,22:30:00
6,45960001,2021-06-01 22:15:00 ,,,0.00,2021-06-01,22:15:00
7,45960001,2021-06-01 22:00:00 ,,,0.00,2021-06-01,22:00:00
8,45960001,2021-06-01 21:45:00 ,,,0.00,2021-06-01,21:45:00
9,45960001,2021-06-01 21:30:00 ,,,0.00,2021-06-01,21:30:00
10,45960001,2021-06-01 21:15:00 ,,,0.00,2021-06-01,21:15:00
11,45960001,2021-06-01 21:00:00 ,,,0.00,2021-06-01,21:00:00
12,45960001,2021-06-01 20:45:00 ,,,0.00,2021-06-01,20:45:00
13,45960001,2021-06-01 20:30:00 ,,,0.00,2021-06-01,20:30:00
14,45960001,2021-06-01 20:15:00 ,,,0.00,2021-06-01,20:15:00
15,45960001,2021-06-01 20:00:00 ,,,0.00,2021-06-01,20:00:00
16,45960001,2021-06-01 19:45:00 ,,,0.00,2021-06-01,19:45:00
17,45960001,2021-06-01 19:30:00 ,,,0.00,2021-06-01,19:30:00
18,45960001,2021-06-01 19:15:00 ,,,0.00,2021-06-01,19:15:00
19,45960001,2021-06-01 19:00:00 ,,,0.00,2021-06-01,19:00:00
20,45960001,2021-06-01 18:45:00 ,,,0.00,2021-06-01,18:45:00
21,45960001,2021-06-01 18:30:00 ,,,0.00,2021-06-01,18:30:00
22,45960001,2021-06-01 18:15:00 ,,,0.00,2021-06-01,18:15:00
23,45960001,2021-06-01 18:00:00 ,,,0.00,2021-06-01,18:00:00
24,45960001,2021-06-01 17:45:00 ,,,0.00,2021-06-01,17:45:00
25,45960001,2021-06-01 17:30:00 ,,,0.00,2021-06-01,17:30:00
26,45960001,2021-06-01 17:15:00 ,,,0.00,2021-06-01,17:15:00
27,45960001,2021-06-01 17:00:00 ,,,0.00,2021-06-01,17:00:00
28,45960001,2021-06-01 16:45:00 ,,,0.00,2021-06-01,16:45:00
29,45960001,2021-06-01 16:30:00 ,,,0.00,2021-06-01,16:30:00
30,45960001,2021-06-01 16:15:00 ,,,0.00,2021-06-01,16:15:00
31,45960001,2021-06-01 16:00:00 ,,,0.00,2021-06-01,16:00:00
32,45960001,2021-06-01 15:45:00 ,,,0.00,2021-06-01,15:45:00
33,45960001,2021-06-01 15:30:00 ,,,0.00,2021-06-01,15:30:00
34,45960001,2021-06-01 15:15:00 ,,,0.00,2021-06-01,15:15:00
35,45960001,2021-06-01 15:00:00 ,,,0.00,2021-06-01,15:00:00
36,45960001,2021-06-01 14:45:00 ,,,0.00,2021-06-01,14:45:00
37,45960001,2021-06-01 14:30:00 ,,,0.00,2021-06-01,14:30:00
38,45960001,2021-06-01 14:15:00 ,,,0.00,2021-06-01,14:15:00
39,45960001,2021-06-01 14:00:00 ,,,0.00,2021-06-01,14:00:00
40,45960001,2021-06-01 13:45:00 ,,,0.00,2021-06-01,13:45:00
41,45960001,2021-06-01 13:30:00 ,,,0.00,2021-06-01,13:30:00
42,45960001,2021-06-01 13:15:00 ,,,0.00,2021-06-01,13:15:00
43,45960001,2021-06-01 13:00:00 ,,,0.00,2021-06-01,13:00:00
44,45960001,2021-06-01 12:45:00 ,,,0.00,2021-06-01,12:45:00
45,45960001,2021-06-01 12:30:00 ,,,0.00,2021-06-01,12:30:00
46,45960001,2021-06-01 12:15:00 ,,,0.00,2021-06-01,12:15:00
47,45960001,2021-06-01 12:00:00 ,,,0.00,2021-06-01,12:00:00
48,45960001,2021-06-01 11:45:00 ,,,0.00,2021-06-01,11:45:00
49,45960001,2021-06-01 11:30:00 ,,,0.00,2021-06-01,11:30:00
50,45960001,2021-06-01 11:15:00 ,,,0.00,2021-06-01,11:15:00
51,45960001,2021-06-01 11:00:00 ,,,0.00,2021-06-01,11:00:00
52,45960001,2021-06-01 10:45:00 ,,,0.00,2021-06-01,10:45:00
53,45960001,2021-06-01 10:30:00 ,,,0.00,2021-06-01,10:30:00
54,45960001,2021-06-01 10:15:00 ,,,0.00,2021-06-01,10:15:00
55,45960001,2021-06-01 10:00:00 ,,,0.00,2021-06-01,10:00:00
56,45960001,2021-06-01 09:45:00 ,,,0.00,2021-06-01,09:45:00
57,45960001,2021-06-01 09:30:00 ,,,0.00,2021-06-01,09:30:00
58,45960001,2021-06-01 09:15:00 ,,,0.00,2021-06-01,09:15:00
59,45960001,2021-06-01 09:00:00 ,,,0.00,2021-06-01,09:00:00
60,45960001,2021-06-01 08:45:00 ,,,0.00,2021-06-01,08:45:00
61,45960001,2021-06-01 08:30:00 ,,,0.00,2021-06-01,08:30:00
62,45960001,2021-06-01 08:15:00 ,,,0.00,2021-06-01,08:15:00
63,45960001,2021-06-01 08:00:00 ,,,0.00,2021-06-01,08:00:00
64,45960001,2021-06-01 07:45:00 ,,,0.00,2021-06-01,07:45:00
65,45960001,2021-06-01 07:30:00 ,,,0.00,2021-06-01,07:30:00
66,45960001,2021-06-01 07:15:00 ,,,0.00,2021-06-01,07:15:00
67,45960001,2021-06-01 07:00:00 ,,,0.00,2021-06-01,07:00:00
68,45960001,2021-06-01 06:45:00 ,,,0.00,2021-06-01,06:45:00
69,45960001,2021-06-01 06:30:00 ,,,0.00,2021-06-01,06:30:00
70,45960001,2021-06-01 06:15:00 ,,,0.00,2021-06-01,06:15:00
71,45960001,2021-06-01 06:00:00 ,,,0.00,2021-06-01,06:00:00
72,45960001,2021-06-01 05:45:00 ,,,0.00,2021-06-01,05:45:00
73,45960001,2021-06-01 05:30:00 ,,,0.00,2021-06-01,05:30:00
74,45960001,2021-06-01 05:15:00 ,,,0.00,2021-06-01,05:15:00
75,45960001,2021-06-01 05:00:00 ,,,0.00,2021-06-01,05:00:00
76,45960001,2021-06-01 04:45:00 ,,,0.00,2021-06-01,04:45:00
77,45960001,2021-06-01 04:30:00 ,,,0.00,2021-06-01,04:30:00
78,45960001,2021-06-01 04:15:00 ,,,0.00,2021-06-01,04:15:00
79,45960001,2021-06-01 04:00:00 ,,,0.00,2021-06-01,04:00:00
80,45960001,2021-06-01 03:45:00 ,,,0.00,2021-06-01,03:45:00
81,45960001,2021-06-01 03:30:00 ,,,0.00,2021-06-01,03:30:00
82,45960001,2021-06-01 03:15:00 ,,,0.00,2021-06-01,03:15:00
83,45960001,2021-06-01 03:00:00 ,,,0.00,2021-06-01,03:00:00
84,45960001,2021-06-01 02:45:00 ,,,0.00,2021-06-01,02:45:00
85,45960001,2021-06-01 02:30:00 ,,,0.00,2021-06-01,02:30:00
86,45960001,2021-06-01 02:15:00 ,,,0.00,2021-06-01,02:15:00
87,45960001,2021-06-01 02:00:00 ,,,0.00,2021-06-01,02:00:00
88,45960001,2021-06-01 01:45:00 ,,,0.00,2021-06-01,01:45:00
89,45960001,2021-06-01 01:30:00 ,,,0.00,2021-06-01,01:30:00
90,45960001,2021-06-01 01:15:00 ,,,0.00,2021-06-01,01:15:00
91,45960001,2021-06-01 01:00:00 ,,,0.00,2021-06-01,01:00:00
92,45960001,2021-06-01 00:45:00 ,,,0.00,2021-06-01,00:45:00
93,45960001,2021-06-01 00:30:00 ,,,0.00,2021-06-01,00:30:00
94,45960001,2021-06-01 00:15:00 ,,,0.00,2021-06-01,00:15:00
95,45960001,2021-06-01 00:00:00 ,,,0.00,2021-06-01,00:00:00
96,45960001,2021-05-31 23:45:00 ,,,0.00,2021-05-31,23:45:00
97,45960001,2021-05-31 23:30:00 ,,,0.00,2021-05-31,23:30:00
98,45960001,2021-05-31 23:15:00 ,,,0.00,2021-05-31,23:15:00
99,45960001,2021-05-31 23:00:00 ,,,0.00,2021-05-31,23:00:00
100,45960001,2021-05-31 22:45:00 ,,,0.00,2021-05-31,22:45:00
101,45960001,2021-05-31 22:30:00 ,,,0.00,2021-05-31,22:30:00
102,45960001,2021-05-31 22:15:00 ,,,0.00,2021-05-31,22:15:00
103,45960001,2021-05-31 22:00:00 ,,,0.00,2021-05-31,22:00:00
104,45960001,2021-05-31 21:45:00 ,,,0.00,2021-05-31,21:45:00
105,45960001,2021-05-31 21:30:00 ,,,0.00,2021-05-31,21:30:00
106,45960001,2021-05-31 21:15:00 ,,,0.00,2021-05-31,21:15:00
107,45960001,2021-05-31 21:00:00 ,,,0.00,2021-05-31,21:00:00
108,45960001,2021-05-31 20:45:00 ,,,0.00,2021-05-31,20:45:00
109,45960001,2021-05-31 20:30:00 ,,,0.00,2021-05-31,20:30:00
110,45960001,2021-05-31 20:15:00 ,,,0.00,2021-05-31,20:15:00
111,45960001,2021-05-31 20:00:00 ,,,0.00,2021-05-31,20:00:00
112,45960001,2021-05-31 19:45:00 ,,,0.00,2021-05-31,19:45:00
113,45960001,2021-05-31 19:30:00 ,,,0.00,2021-05-31,19:30:00
114,45960001,2021-05-31 19:15:00 ,,,0.00,2021-05-31,19:15:00
115,45960001,2021-05-31 19:00:00 ,,,0.00,2021-05-31,19:00:00
116,45960001,2021-05-31 18:45:00 ,,,0.00,2021-05-31,18:45:00
117,45960001,2021-05-31 18:30:00 ,,,0.00,2021-05-31,18:30:00
118,45960001,2021-05-31 18:15:00 ,,,0.00,2021-05-31,18:15:00
119,45960001,2021-05-31 18:00:00 ,,,0.00,2021-05-31,18:00:00
120,45960001,2021-05-31 17:45:00 ,,,0.00,2021-05-31,17:45:00
121,45960001,2021-05-31 17:30:00 ,,,0.00,2021-05-31,17:30:00
