,CodEstacao,DataHora,Vazao,Nivel,Chuva,Data,Hora
0,46415000,2021-06-01 23:45:00 ,12.44,56.00,0.00,2021-06-01,23:45:00
1,46415000,2021-06-01 23:30:00 ,12.44,56.00,0.00,2021-06-01,23:30:00
2,46415000,2021-06-01 23:15:00 ,12.44,56.00,0.00,2021-06-01,23:15:00
3,46415000,2021-06-01 23:00:00 ,12.44,56.00,0.00,2021-06-01,23:00:00
4,46415000,2021-06-01 22:45:00 ,12.44,56.00,0.00,2021-06-01,22:45:00
5,46415000,2021-06-01 22:30:00 ,12.44,56.00,0.00,2021-06-01,22:30:00
6,46415000,2021-06-01 22:15:00 ,12.44,56.00,0.00,2021-06-01,22:15:00
7,46415000,2021-06-01 22:00:00 ,12.44,56.00,0.00,2021-06-01,22:00:00
8,46415000,2021-06-01 21:45:00 ,12.44,56.00,0.00,2021-06-01,21:45:00
9,46415000,2021-06-01 21:30:00 ,12.44,56.00,0.00,2021-06-01,21:30:00
10,46415000,2021-06-01 21:15:00 ,12.44,56.00,0.00,2021-06-01,21:15:00
11,46415000,2021-06-01 21:00:00 ,12.44,56.00,0.00,2021-06-01,21:00:00
12,46415000,2021-06-01 20:45:00 ,12.44,56.00,0.00,2021-06-01,20:45:00
13,46415000,2021-06-01 20:30:00 ,12.44,56.00,0.00,2021-06-01,20:30:00
14,46415000,2021-06-01 20:15:00 ,12.44,56.00,0.00,2021-06-01,20:15:00
15,46415000,2021-06-01 20:00:00 ,12.44,56.00,0.00,2021-06-01,20:00:00
16,46415000,2021-06-01 19:45:00 ,12.44,56.00,0.00,2021-06-01,19:45:00
17,46415000,2021-06-01 19:30:00 ,12.44,56.00,0.00,2021-06-01,19:30:00
18,46415000,2021-06-01 19:15:00 ,12.44,56.00,0.00,2021-06-01,19:15:00
19,46415000,2021-06-01 19:00:00 ,12.44,56.00,0.00,2021-06-01,19:00:00
20,46415000,2021-06-01 18:45:00 ,12.44,56.00,0.00,2021-06-01,18:45:00
