,CodEstacao,DataHora,Vazao,Nivel,Chuva,Data,Hora
0,45770000,2021-06-01 23:45:00 ,,,0.00,2021-06-01,23:45:00
1,45770000,2021-06-01 23:30:00 ,,,0.00,2021-06-01,23:30:00
2,45770000,2021-06-01 23:15:00 ,,,0.00,2021-06-01,23:15:00
3,45770000,2021-06-01 23:00:00 ,,,0.00,2021-06-01,23:00:00
4,45770000,2021-06-01 22:45:00 ,,,0.00,2021-06-01,22:45:00
5,45770000,2021-06-01 22:30:00 ,,,0.00,2021-06-01,22:30:00
6,45770000,2021-06-01 22:15:00 ,,,0.00,2021-06-01,22:15:00
7,45770000,2021-06-01 22:00:00 ,,,0.00,2021-06-01,22:00:00
8,45770000,2021-06-01 21:45:00 ,,,0.00,2021-06-01,21:45:00
9,45770000,2021-06-01 21:30:00 ,,,0.00,2021-06-01,21:30:00
10,45770000,2021-06-01 21:15:00 ,,,0.00,2021-06-01,21:15:00
11,45770000,2021-06-01 21:00:00 ,,,0.00,2021-06-01,21:00:00
12,45770000,2021-06-01 20:45:00 ,,,0.00,2021-06-01,20:45:00
13,45770000,2021-06-01 20:30:00 ,,,0.00,2021-06-01,20:30:00
14,45770000,2021-06-01 20:15:00 ,,,0.00,2021-06-01,20:15:00
15,45770000,2021-06-01 20:00:00 ,,,0.00,2021-06-01,20:00:00
16,45770000,2021-06-01 19:45:00 ,,,0.00,2021-06-01,19:45:00
17,45770000,2021-06-01 19:30:00 ,,,0.00,2021-06-01,19:30:00
18,45770000,2021-06-01 19:15:00 ,,,0.00,2021-06-01,19:15:00
19,45770000,2021-06-01 19:00:00 ,,,0.00,2021-06-01,19:00:00
20,45770000,2021-06-01 18:45:00 ,,,0.00,2021-06-01,18:45:00
21,45770000,2021-06-01 18:30:00 ,,,0.00,2021-06-01,18:30:00
22,45770000,2021-06-01 18:15:00 ,,,0.00,2021-06-01,18:15:00
23,45770000,2021-06-01 18:00:00 ,,,0.00,2021-06-01,18:00:00
24,45770000,2021-06-01 17:45:00 ,,,0.00,2021-06-01,17:45:00
