,CodEstacao,DataHora,Vazao,Nivel,Chuva,Data,Hora
0,45590000,2021-06-01 23:45:00 ,21.34,34.00,0.00,2021-06-01,23:45:00
1,45590000,2021-06-01 23:30:00 ,21.34,34.00,0.00,2021-06-01,23:30:00
2,45590000,2021-06-01 23:15:00 ,21.34,34.00,0.00,2021-06-01,23:15:00
3,45590000,2021-06-01 23:00:00 ,21.34,34.00,0.00,2021-06-01,23:00:00
4,45590000,2021-06-01 22:45:00 ,21.34,34.00,0.00,2021-06-01,22:45:00
5,45590000,2021-06-01 22:30:00 ,21.34,34.00,0.00,2021-06-01,22:30:00
6,45590000,2021-06-01 22:15:00 ,21.34,34.00,0.00,2021-06-01,22:15:00
7,45590000,2021-06-01 22:00:00 ,21.34,34.00,0.00,2021-06-01,22:00:00
8,45590000,2021-06-01 21:45:00 ,21.34,34.00,0.00,2021-06-01,21:45:00
9,45590000,2021-06-01 21:30:00 ,21.34,34.00,0.00,2021-06-01,21:30:00
10,45590000,2021-06-01 21:15:00 ,21.34,34.00,0.00,2021-06-01,21:15:00
11,45590000,2021-06-01 21:00:00 ,21.34,34.00,0.00,2021-06-01,21:00:00
12,45590000,2021-06-01 20:45:00 ,21.34,34.00,0.00,2021-06-01,20:45:00
13,45590000,2021-06-01 20:30:00 ,21.34,34.00,0.00,2021-06-01,20:30:00
14,45590000,2021-06-01 20:15:00 ,21.34,34.00,0.00,2021-06-01,20:15:00
15,45590000,2021-06-01 20:00:00 ,21.34,34.00,0.00,2021-06-01,20:00:00
16,45590000,2021-06-01 19:45:00 ,21.34,34.00,0.00,2021-06-01,19:45:00
17,45590000,2021-06-01 19:30:00 ,21.34,34.00,0.00,2021-06-01,19:30:00
18,45590000,2021-06-01 19:15:00 ,21.34,34.00,0.00,2021-06-01,19:15:00
19,45590000,2021-06-01 19:00:00 ,21.34,34.00,0.00,2021-06-01,19:00:00
20,45590000,2021-06-01 18:45:00 ,20.79,33.00,0.00,2021-06-01,18:45:00
21,45590000,2021-06-01 18:30:00 ,20.79,33.00,0.00,2021-06-01,18:30:00
22,45590000,2021-06-01 18:15:00 ,20.79,33.00,0.00,2021-06-01,18:15:00
23,45590000,2021-06-01 18:00:00 ,20.79,33.00,0.00,2021-06-01,18:00:00
24,45590000,2021-06-01 17:45:00 ,20.79,33.00,0.00,2021-06-01,17:45:00
